 8 ,  331 ,   20 ,   68.277:
 8 ,  331 ,   30 ,  105.098:
 8 ,  331 ,   40 ,  138.563:
 8 ,  331 ,   50 ,  179.353:
 1 ,  331 ,    2 ,   79.596:
 1 ,  331 ,    3 ,   98.336:
 1 ,  331 ,    4 ,  110.260:
 1 ,  331 ,    5 ,  113.449:
 1 ,  331 ,   10 ,  132.036:
 1 ,  331 ,   15 ,  129.496:
 1 ,  331 ,   20 ,  142.614:
 1 ,  331 ,   30 ,  177.192:
 1 ,  331 ,   40 ,  114.451:
 1 ,  331 ,   50 ,  200.711:
 2 ,  331 ,    2 ,   24.146:
 2 ,  331 ,    3 ,   29.955:
 2 ,  331 ,    4 ,   41.764:
 2 ,  331 ,    5 ,   51.025:
 2 ,  331 ,   10 ,   95.834:
 2 ,  331 ,   15 ,  136.656:
 2 ,  331 ,   20 ,  188.760:
 2 ,  331 ,   30 ,  259.696:
 2 ,  331 ,   40 ,  283.524:
 2 ,  331 ,   50 ,  321.734:
 4 ,  331 ,    2 ,   18.473:
 4 ,  331 ,    3 ,   16.271:
 4 ,  331 ,    4 ,   24.502:
 4 ,  331 ,    5 ,   35.035:
 4 ,  331 ,   10 ,   57.999:
 4 ,  331 ,   15 ,  107.804:
 4 ,  331 ,   20 ,  148.925:
 4 ,  331 ,   30 ,  231.415:
 4 ,  331 ,   40 ,  284.572:
 4 ,  331 ,   50 ,  417.539:
 6 ,  331 ,    2 ,   12.933:
 6 ,  331 ,    3 ,   15.163:
 6 ,  331 ,    4 ,   18.332:
 6 ,  331 ,    5 ,   28.415:
 6 ,  331 ,   10 ,   55.468:
 6 ,  331 ,   15 ,   89.054:
 6 ,  331 ,   20 ,  109.038:
 6 ,  331 ,   30 ,  184.117:
 6 ,  331 ,   40 ,  227.132:
 6 ,  331 ,   50 ,  253.811:
 8 ,  331 ,    2 ,   14.197:
 8 ,  331 ,    3 ,   13.484:
 8 ,  331 ,    4 ,   16.407:
 8 ,  331 ,    5 ,   25.244:
 8 ,  331 ,   10 ,   44.961:
 8 ,  331 ,   15 ,   76.242:
 8 ,  331 ,   20 ,  113.517:
 8 ,  331 ,   30 ,  128.889:
 8 ,  331 ,   40 ,  184.363:
 8 ,  331 ,   50 ,  284.369:
 1 ,  331 ,    2 ,   77.773:
 1 ,  331 ,    3 ,  104.924:
 1 ,  331 ,    4 ,  116.457:
 1 ,  331 ,    5 ,  125.970:
 1 ,  331 ,   10 ,  159.973:
 1 ,  331 ,   15 ,  133.532:
 1 ,  331 ,   20 ,  173.326:
 1 ,  331 ,   30 ,   77.467:
 1 ,  331 ,   40 ,  181.639:
 1 ,  331 ,   50 ,  190.961:
 2 ,  331 ,    2 ,   21.890:
 2 ,  331 ,    3 ,   35.274:
 2 ,  331 ,    4 ,   44.182:
 2 ,  331 ,    5 ,   53.329:
 2 ,  331 ,   10 ,   86.529:
 2 ,  331 ,   15 ,  129.411:
 2 ,  331 ,   20 ,  189.777:
 2 ,  331 ,   30 ,  255.178:
 2 ,  331 ,   40 ,  280.402:
 2 ,  331 ,   50 ,  274.356:
 4 ,  331 ,    2 ,   16.277:
 4 ,  331 ,    3 ,   17.209:
 4 ,  331 ,    4 ,   24.753:
 4 ,  331 ,    5 ,   39.443:
 4 ,  331 ,   10 ,   74.059:
 4 ,  331 ,   15 ,  120.006:
 4 ,  331 ,   20 ,  155.790:
 4 ,  331 ,   30 ,  259.730:
 4 ,  331 ,   40 ,  355.389:
 4 ,  331 ,   50 ,  429.123:
 6 ,  331 ,    2 ,   15.458:
 6 ,  331 ,    3 ,   17.740:
 6 ,  331 ,    4 ,   20.578:
 6 ,  331 ,    5 ,   27.859:
 6 ,  331 ,   10 ,   62.266:
 6 ,  331 ,   15 ,   92.892:
 6 ,  331 ,   20 ,  106.838:
